"chamber","district","title","full_name","first_name","last_name","party","url","email","phone","room","photo"
"House","12th Bristol","Representative","Norman J. Orrall","Norman","Orrall","Republican","https://malegislature.gov/Legislators/Profile/NJO1","norman.orrall@mahouse.gov","(617) 722-2090","540","https://malegislature.gov/Legislators/Profile/70/NJO1.jpg"
"House","29th Middlesex","Representative","Steven C. Owens","Steven","Owens","Democrat","https://malegislature.gov/Legislators/Profile/SCO1","Steven.Owens@mahouse.gov","(617) 722-2800 x7315","","https://malegislature.gov/Legislators/Profile/70/SCO1.jpg"
"House","6th Essex","Representative","Jerald A. Parisella","Jerald","Parisella","Democrat","https://malegislature.gov/Legislators/Profile/JAP1","Jerald.Parisella@mahouse.gov","(617) 722-2370","42","https://malegislature.gov/Legislators/Profile/70/JAP1.jpg"
"House","4th Barnstable","Representative","Sarah K. Peake","Sarah","Peake","Democrat","https://malegislature.gov/Legislators/Profile/SKP1","Sarah.Peake@mahouse.gov","(617) 722-2040","7","https://malegislature.gov/Legislators/Profile/70/SKP1.jpg"
"House","4th Hampden","Representative","Kelly W. Pease","Kelly","Pease","Republican","https://malegislature.gov/Legislators/Profile/KWP1","Kelly.Pease@mahouse.gov","(617) 722-2800 x7306","","https://malegislature.gov/Legislators/Profile/70/KWP1.jpg"
"House","14th Norfolk","Representative","Alice Hanlon Peisch","Alice","Peisch","Democrat","https://malegislature.gov/Legislators/Profile/AHP1","Alice.Peisch@mahouse.gov","(617) 722-2070","473G","https://malegislature.gov/Legislators/Profile/70/AHP1.jpg"
"House","8th Norfolk","Representative","Edward R. Philips","Edward","Philips","Democrat","https://malegislature.gov/Legislators/Profile/ERP1","Edward.Philips@mahouse.gov","(617) 722-2800 x7313","","https://malegislature.gov/Legislators/Profile/70/ERP1.jpg"
"House","4th Berkshire","Representative","Smitty Pignatelli","Smitty","Pignatelli","Democrat","https://malegislature.gov/Legislators/Profile/WSP1","rep.smitty@mahouse.gov","(617) 722-2210","473F","https://malegislature.gov/Legislators/Profile/70/WSP1.jpg"
"House","12th Hampden","Representative","Angelo J. Puppolo, Jr.","Angelo","Puppolo","Democrat","https://malegislature.gov/Legislators/Profile/AJP1","Angelo.Puppolo@mahouse.gov","(617) 722-2006","122","https://malegislature.gov/Legislators/Profile/70/AJP1.jpg"
"House","9th Hampden","Representative","Orlando Ramos","Orlando","Ramos","Democrat","https://malegislature.gov/Legislators/Profile/O_R1","Orlando.Ramos@mahouse.gov","","","https://malegislature.gov/Legislators/Profile/70/O_R1.jpg"
"House","19th Middlesex","Representative","David Allen Robertson","David","Robertson","Democrat","https://malegislature.gov/Legislators/Profile/D_R1","david.robertson@mahouse.gov","(617) 722-2210","473F","https://malegislature.gov/Legislators/Profile/70/D_R1.jpg"
"House","6th Middlesex","Representative","Maria Duaime Robinson","Maria","Robinson","Democrat","https://malegislature.gov/Legislators/Profile/MDR1","maria.robinson@mahouse.gov","(617) 722-2140","22","https://malegislature.gov/Legislators/Profile/70/MDR1.jpg"
"House","24th Middlesex","Representative","David M. Rogers","David","Rogers","Democrat","https://malegislature.gov/Legislators/Profile/DMR1","Dave.Rogers@mahouse.gov","(617) 722-2263","473B","https://malegislature.gov/Legislators/Profile/70/DMR1.jpg"
"House","12th Norfolk","Representative","John H. Rogers","John","Rogers","Democrat","https://malegislature.gov/Legislators/Profile/JHR1","John.Rogers@mahouse.gov","(617) 722-2092","162","https://malegislature.gov/Legislators/Profile/70/JHR1.jpg"
"House","10th Norfolk","Representative","Jeffrey N. Roy","Jeffrey","Roy","Democrat","https://malegislature.gov/Legislators/Profile/JNR1","Jeffrey.Roy@mahouse.gov","(617) 722-2030","43","https://malegislature.gov/Legislators/Profile/70/JNR1.jpg"
"House","2nd Suffolk","Representative","Daniel J. Ryan","Daniel","Ryan","Democrat","https://malegislature.gov/Legislators/Profile/djr1","Dan.Ryan@mahouse.gov","(617) 722-2370","445","https://malegislature.gov/Legislators/Profile/70/djr1.jpg"
"House","1st Hampshire","Representative","Lindsay N. Sabadosa","Lindsay","Sabadosa","Democrat","https://malegislature.gov/Legislators/Profile/L_S1","lindsay.sabadosa@mahouse.gov","(617) 722-2460","443","https://malegislature.gov/Legislators/Profile/70/L_S1.jpg"
"House","9th Suffolk","Representative","Jon Santiago","Jon","Santiago","Democrat","https://malegislature.gov/Legislators/Profile/J_S2","jon.santiago@mahouse.gov","(617) 722-2130","130","https://malegislature.gov/Legislators/Profile/70/J_S2.jpg"
"House","14th Bristol","Representative","Adam J. Scanlon","Adam","Scanlon","Democrat","https://malegislature.gov/Legislators/Profile/AJS1","Adam.Scanlon@mahouse.gov","(617) 722-2800 x7304","","https://malegislature.gov/Legislators/Profile/70/AJS1.jpg"
"House","8th Bristol","Representative","Paul A. Schmid, III","Paul","Schmid","Democrat","https://malegislature.gov/Legislators/Profile/PAS1","Paul.Schmid@mahouse.gov","(617) 722-2017","466","https://malegislature.gov/Legislators/Profile/70/PAS1.jpg"
"House","37th Middlesex","Representative","Danillo A. Sena","Danillo","Sena","Democrat","https://malegislature.gov/Legislators/Profile/DAS1","Danillo.Sena@mahouse.gov","(617) 722-2014","39","https://malegislature.gov/Legislators/Profile/70/DAS1.jpg"
"House","7th Bristol","Representative","Alan Silvia","Alan","Silvia","Democrat","https://malegislature.gov/Legislators/Profile/A_S1","Alan.Silvia@mahouse.gov","(617) 722-2230","167","https://malegislature.gov/Legislators/Profile/70/A_S1.jpg"
"House","1st Hampden","Representative","Todd M. Smola","Todd","Smola","Republican","https://malegislature.gov/Legislators/Profile/TMS2","Todd.Smola@mahouse.gov","(617) 722-2100","124","https://malegislature.gov/Legislators/Profile/70/TMS2.jpg"
"House","8th Worcester","Representative","Michael J. Soter","Michael","Soter","Republican","https://malegislature.gov/Legislators/Profile/MJS3","michael.soter@mahouse.gov","(617) 722-2460","167","https://malegislature.gov/Legislators/Profile/70/MJS3.jpg"
"House","9th Middlesex","Representative","Thomas M. Stanley","Thomas","Stanley","Democrat","https://malegislature.gov/Legislators/Profile/TMS1","Thomas.Stanley@mahouse.gov","(617) 722-2810","167","https://malegislature.gov/Legislators/Profile/70/TMS1.jpg"
"House","10th Bristol","Representative","William M. Straus","William","Straus","Democrat","https://malegislature.gov/Legislators/Profile/WMS1","William.Straus@mahouse.gov","(617) 722-2400","134","https://malegislature.gov/Legislators/Profile/70/WMS1.jpg"
"House","7th Plymouth","Representative","Alyson M. Sullivan","Alyson","Sullivan","Republican","https://malegislature.gov/Legislators/Profile/AMS2","alyson.sullivan@mahouse.gov","(617) 722-2305","237","https://malegislature.gov/Legislators/Profile/70/AMS2.jpg"
"House","7th Essex","Representative","Paul F. Tucker","Paul","Tucker","Democrat","https://malegislature.gov/Legislators/Profile/PFT1","Paul.Tucker@mahouse.gov","(617) 722-2070","473G","https://malegislature.gov/Legislators/Profile/70/PFT1.jpg"
"House","19th Suffolk","Representative","Jeffrey Rosario Turco","Jeffrey","Turco","Democrat","https://malegislature.gov/Legislators/Profile/JRT1","Jeffrey.Turco@mahouse.gov","(617) 722-2800 x7318","","https://malegislature.gov/Legislators/Profile/70/JRT1.jpg"
"House","7th Suffolk","Representative","Chynah Tyler","Chynah","Tyler","Democrat","https://malegislature.gov/Legislators/Profile/C_T1","Chynah.Tyler@mahouse.gov","(617) 722-2450","155","https://malegislature.gov/Legislators/Profile/70/C_T1.jpg"
"House","33rd Middlesex","Representative","Steven Ultrino","Steven","Ultrino","Democrat","https://malegislature.gov/Legislators/Profile/S_G2","Steven.Ultrino@mahouse.gov","(617) 722-2460","446","https://malegislature.gov/Legislators/Profile/70/S_G2.jpg"
"House","27th Middlesex","Representative","Erika Uyterhoeven","Erika","Uyterhoeven","Democrat","https://malegislature.gov/Legislators/Profile/E_U1","Erika.Uyterhoeven@mahouse.gov","(617) 722-2800 x7314","","https://malegislature.gov/Legislators/Profile/70/E_U1.jpg"
"House","3rd Essex","Representative","Andres X. Vargas","Andres","Vargas","Democrat","https://malegislature.gov/Legislators/Profile/AXV1","andy.vargas@mahouse.gov","(617) 722-2370","36","https://malegislature.gov/Legislators/Profile/70/AXV1.jpg"
"House","3rd Barnstable","Representative","David T. Vieira","David","Vieira","Republican","https://malegislature.gov/Legislators/Profile/DTV1","David.Vieira@mahouse.gov","(617) 722-2230","167","https://malegislature.gov/Legislators/Profile/70/DTV1.jpg"
"House","15th Norfolk","Representative","Tommy Vitolo","Tommy","Vitolo","Democrat","https://malegislature.gov/Legislators/Profile/T_V1","tommy.vitolo@mahouse.gov","(617) 722-2460","443","https://malegislature.gov/Legislators/Profile/70/T_V1.jpg"
"House","8th Hampden","Representative","Joseph F. Wagner","Joseph","Wagner","Democrat","https://malegislature.gov/Legislators/Profile/JFW1","Joseph.Wagner@mahouse.gov","(617) 722-2783","234","https://malegislature.gov/Legislators/Profile/70/JFW1.jpg"
"House","12th Essex","Representative","Thomas P. Walsh","Thomas","Walsh","Democrat","https://malegislature.gov/Legislators/Profile/TJW1","Thomas.Walsh@mahouse.gov","(617) 722-2960","185","https://malegislature.gov/Legislators/Profile/70/TJW1.jpg"
"House","1st Barnstable","Representative","Timothy R. Whelan","Timothy","Whelan","Republican","https://malegislature.gov/Legislators/Profile/TRW1","Timothy.Whelan@mahouse.gov","(617) 722-2488","542","https://malegislature.gov/Legislators/Profile/70/TRW1.jpg"
"House","2nd Franklin","Representative","Susannah M. Whipps","Susannah","Whipps","Unenrolled","https://malegislature.gov/Legislators/Profile/SLG1","Susannah.Whipps@mahouse.gov","(617) 722-2090","540","https://malegislature.gov/Legislators/Profile/70/SLG1.jpg"
"House","11th Hampden","Representative","Bud L. Williams","Bud","Williams","Democrat","https://malegislature.gov/Legislators/Profile/BLW1","Bud.Williams@mahouse.gov","(617) 722-2304","160","https://malegislature.gov/Legislators/Profile/70/BLW1.jpg"
"House","9th Essex","Representative","Donald H. Wong","Donald","Wong","Republican","https://malegislature.gov/Legislators/Profile/DHW1","Donald.Wong@mahouse.gov","(617) 722-2488","541","https://malegislature.gov/Legislators/Profile/70/DHW1.jpg"
"House","5th Barnstable","Representative","Steven G. Xiarhos","Steven","Xiarhos","Republican","https://malegislature.gov/Legislators/Profile/SGX1","Steven.Xiarhos@mahouse.gov","(617) 722-2800 x7303","","https://malegislature.gov/Legislators/Profile/70/SGX1.jpg"
"House","2nd Worcester","Representative","Jonathan D. Zlotnik","Jonathan","Zlotnik","Democrat","https://malegislature.gov/Legislators/Profile/JDZ1","Jon.Zlotnik@mahouse.gov","(617) 722-2080","26","https://malegislature.gov/Legislators/Profile/70/JDZ1.jpg"
"House","1st Middlesex","","","Vacant","","","https://malegislature.gov/Legislators/District/1stMiddlesex","","(617) 722-2305","237","https://malegislature.gov/Legislators/Profile/NoPhotoAvailable.jpg?Name=1st%20Middlesex&width=70"
"House","11th Plymouth","","","Vacant","","","https://malegislature.gov/Legislators/District/11thPlymouth","","(617) 722-2300","136","https://malegislature.gov/Legislators/Profile/NoPhotoAvailable.jpg?Name=11th%20Plymouth&width=70"
"House","8th Essex","","","Vacant","","","https://malegislature.gov/Legislators/District/8thEssex","","(617) 722-2877","174","https://malegislature.gov/Legislators/Profile/NoPhotoAvailable.jpg?Name=8th%20Essex&width=70"
"House","8th Middlesex","","","Vacant","","","https://malegislature.gov/Legislators/District/8thMiddlesex","","(617) 722-2680","127","https://malegislature.gov/Legislators/Profile/NoPhotoAvailable.jpg?Name=8th%20Middlesex&width=70"
"Senate","Third Middlesex","Senator","Michael J. Barrett","Michael","Barrett","Democrat","https://malegislature.gov/Legislators/Profile/MJB0","Mike.Barrett@masenate.gov","(617) 722-1572","109-D","https://malegislature.gov/Legislators/Profile/70/MJB0.jpg"
"Senate","Second Plymouth and Bristol","Senator","Michael D. Brady","Michael","Brady","Democrat","https://malegislature.gov/Legislators/Profile/MDB0","Michael.Brady@masenate.gov","(617) 722-1200","416-A","https://malegislature.gov/Legislators/Profile/70/MDB0.jpg"
"Senate","Second Suffolk and Middlesex","Senator","William N. Brownsberger","William","Brownsberger","Democrat","https://malegislature.gov/Legislators/Profile/WNB0","William.Brownsberger@masenate.gov","(617) 722-1280","319","https://malegislature.gov/Legislators/Profile/70/WNB0.jpg"
"Senate","First Worcester","Senator","Harriette L. Chandler","Harriette","Chandler","Democrat","https://malegislature.gov/Legislators/Profile/HLC0","Harriette.Chandler@masenate.gov","(617) 722-1544","333","https://malegislature.gov/Legislators/Profile/70/HLC0.jpg"
"Senate","Second Suffolk","Senator","Sonia Chang-Diaz","Sonia","Chang-Diaz","Democrat","https://malegislature.gov/Legislators/Profile/SCD0","Sonia.Chang-Diaz@masenate.gov","(617) 722-1673","111","https://malegislature.gov/Legislators/Profile/70/SCD0.jpg"
"Senate","First Suffolk","Senator","Nick Collins","Nick","Collins","Democrat","https://malegislature.gov/Legislators/Profile/N_C0","Nick.Collins@masenate.gov","(617) 722-1150","312-D","https://malegislature.gov/Legislators/Profile/70/N_C0.jpg"
"Senate","Hampshire, Franklin and Worcester","Senator","Joanne M. Comerford","Joanne","Comerford","Democrat","https://malegislature.gov/Legislators/Profile/JMC0","Jo.Comerford@masenate.gov","(617) 722-1532","413-C","https://malegislature.gov/Legislators/Profile/70/JMC0.jpg"
"Senate","First Middlesex and Norfolk","Senator","Cynthia Stone Creem","Cynthia","Creem","Democrat","https://malegislature.gov/Legislators/Profile/CSC0","Cynthia.Creem@masenate.gov","(617) 722-1639","312-A","https://malegislature.gov/Legislators/Profile/70/CSC0.jpg"
"Senate","Third Essex","Senator","Brendan P. Crighton","Brendan","Crighton","Democrat","https://malegislature.gov/Legislators/Profile/BPC0","brendan.crighton@masenate.gov","(617) 722-1350","109-C","https://malegislature.gov/Legislators/Profile/70/BPC0.jpg"
"Senate","Worcester and Middlesex","Senator","John J. Cronin","John","Cronin","Democrat","https://malegislature.gov/Legislators/Profile/JJC0","John.Cronin@masenate.gov","(617) 722-1230","504","https://malegislature.gov/Legislators/Profile/70/JJC0.jpg"
"Senate","Cape and Islands","Senator","Julian Cyr","Julian","Cyr","Democrat","https://malegislature.gov/Legislators/Profile/JAC0","julian.cyr@masenate.gov","(617) 722-1570","312-E","https://malegislature.gov/Legislators/Profile/70/JAC0.jpg"
"Senate","Middlesex and Suffolk","Senator","Sal N. DiDomenico","Sal","DiDomenico","Democrat","https://malegislature.gov/Legislators/Profile/SND0","Sal.DiDomenico@masenate.gov","(617) 722-1650","405","https://malegislature.gov/Legislators/Profile/70/SND0.jpg"
"Senate","First Essex","Senator","Diana DiZoglio","Diana","DiZoglio","Democrat","https://malegislature.gov/Legislators/Profile/D_D0","Diana.DiZoglio@masenate.gov","(617) 722-1604","416-B","https://malegislature.gov/Legislators/Profile/70/D_D0.jpg"
"Senate","First Suffolk and Middlesex","Senator","Lydia Edwards","Lydia","Edwards","Democrat","https://malegislature.gov/Legislators/Profile/LME0","Lydia.Edwards@masenate.gov","(617) 722-1634","520","https://malegislature.gov/Legislators/Profile/70/LME0.jpg"
"Senate","Middlesex and Worcester","Senator","James B. Eldridge","James","Eldridge","Democrat","https://malegislature.gov/Legislators/Profile/JBE0","James.Eldridge@masenate.gov","(617) 722-1120","511-C","https://malegislature.gov/Legislators/Profile/70/JBE0.jpg"
"Senate","Worcester and Norfolk","Senator","Ryan C. Fattman","Ryan","Fattman","Republican","https://malegislature.gov/Legislators/Profile/RCF0","Ryan.Fattman@masenate.gov","(617) 722-1420","213-A","https://malegislature.gov/Legislators/Profile/70/RCF0.jpg"
"Senate","Bristol and Norfolk","Senator","Paul R. Feeney","Paul","Feeney","Democrat","https://malegislature.gov/Legislators/Profile/PRF0","paul.feeney@masenate.gov","(617) 722-1222","215","https://malegislature.gov/Legislators/Profile/70/PRF0.jpg"
"Senate","Second Essex and Middlesex","Senator","Barry R. Finegold","Barry","Finegold","Democrat","https://malegislature.gov/Legislators/Profile/BRF0","Barry.Finegold@masenate.gov","(617) 722-1612","511-A","https://malegislature.gov/Legislators/Profile/70/BRF0.jpg"
"Senate","Fourth Middlesex","Senator","Cindy F. Friedman","Cindy","Friedman","Democrat","https://malegislature.gov/Legislators/Profile/CFF0","Cindy.Friedman@masenate.gov","(617) 722-1432","313","https://malegislature.gov/Legislators/Profile/70/CFF0.jpg"
"Senate","Worcester, Hampden, Hampshire and Middlesex","Senator","Anne M. Gobi","Anne","Gobi","Democrat","https://malegislature.gov/Legislators/Profile/AMG0","anne.gobi@masenate.gov","(617) 722-1540","413-A","https://malegislature.gov/Legislators/Profile/70/AMG0.jpg"
"Senate","Hampden","Senator","Adam Gomez","Adam","Gomez","Democrat","https://malegislature.gov/Legislators/Profile/A_G0","Adam.Gomez@masenate.gov","(617) 722-1660","413-B","https://malegislature.gov/Legislators/Profile/70/A_G0.jpg"
"Senate","Berkshire, Hampshire, Franklin and Hampden","Senator","Adam G. Hinds","Adam","Hinds","Democrat","https://malegislature.gov/Legislators/Profile/AGH0","adam.hinds@masenate.gov","(617) 722-1625","109-E","https://malegislature.gov/Legislators/Profile/70/AGH0.jpg"
"Senate","Second Middlesex","Senator","Patricia D. Jehlen","Patricia","Jehlen","Democrat","https://malegislature.gov/Legislators/Profile/PDJ0","Patricia.Jehlen@masenate.gov","(617) 722-1578","424","https://malegislature.gov/Legislators/Profile/70/PDJ0.jpg"
"Senate","Norfolk and Plymouth","Senator","John F. Keenan","John","Keenan","Democrat","https://malegislature.gov/Legislators/Profile/JFK0","John.Keenan@masenate.gov","(617) 722-1494","413-F","https://malegislature.gov/Legislators/Profile/70/JFK0.jpg"
"Senate","First Middlesex","Senator","Edward J. Kennedy","Edward","Kennedy","Democrat","https://malegislature.gov/Legislators/Profile/EDJ0","edward.kennedy@masenate.gov","(617) 722-1630","513","https://malegislature.gov/Legislators/Profile/70/EDJ0.jpg"
"Senate","First Hampden and Hampshire","Senator","Eric P. Lesser","Eric","Lesser","Democrat","https://malegislature.gov/Legislators/Profile/EPL0","eric.lesser@masenate.gov","(617) 722-1291","410","https://malegislature.gov/Legislators/Profile/70/EPL0.jpg"
"Senate","Fifth Middlesex","Senator","Jason M. Lewis","Jason","Lewis","Democrat","https://malegislature.gov/Legislators/Profile/jml0","Jason.Lewis@masenate.gov","(617) 722-1206","511-B","https://malegislature.gov/Legislators/Profile/70/jml0.jpg"
"Senate","Second Essex","Senator","Joan B. Lovely","Joan","Lovely","Democrat","https://malegislature.gov/Legislators/Profile/JBL0","Joan.Lovely@masenate.gov","(617) 722-1410","413-D","https://malegislature.gov/Legislators/Profile/70/JBL0.jpg"
"Senate","Second Bristol and Plymouth","Senator","Mark C. Montigny","Mark","Montigny","Democrat","https://malegislature.gov/Legislators/Profile/MCM0","Mark.Montigny@masenate.gov","(617) 722-1440","312-C","https://malegislature.gov/Legislators/Profile/70/MCM0.jpg"
"Senate","Second Worcester","Senator","Michael O. Moore","Michael","Moore","Democrat","https://malegislature.gov/Legislators/Profile/MOM0","Michael.Moore@masenate.gov","(617) 722-1485","109-B","https://malegislature.gov/Legislators/Profile/70/MOM0.jpg"
"Senate","Plymouth and Barnstable","Senator","Susan L. Moran","Susan","Moran","Democrat","https://malegislature.gov/Legislators/Profile/SLM0","susan.moran@masenate.gov","(617) 722-1330","506","https://malegislature.gov/Legislators/Profile/70/SLM0.jpg"
"Senate","Plymouth and Norfolk","Senator","Patrick M. O'Connor","Patrick","O'Connor","Republican","https://malegislature.gov/Legislators/Profile/PMO","Patrick.OConnor@masenate.gov","(617) 722-1646","419","https://malegislature.gov/Legislators/Profile/70/PMO.jpg"
"Senate","First Plymouth and Bristol","Dean of the Senate","Marc R. Pacheco","Marc","Pacheco","Democrat","https://malegislature.gov/Legislators/Profile/MRP0","Marc.Pacheco@masenate.gov","(617) 722-1551","312-B","https://malegislature.gov/Legislators/Profile/70/MRP0.jpg"
"Senate","Norfolk, Bristol and Middlesex","Senator","Rebecca L. Rausch","Rebecca","Rausch","Democrat","https://malegislature.gov/Legislators/Profile/RLR0","Becca.Rausch@masenate.gov","(617) 722-1555","218","https://malegislature.gov/Legislators/Profile/70/RLR0.jpg"
"Senate","First Bristol and Plymouth","Senator","Michael J. Rodrigues","Michael","Rodrigues","Democrat","https://malegislature.gov/Legislators/Profile/MJR0","Michael.Rodrigues@masenate.gov","(617) 722-1114","212","https://malegislature.gov/Legislators/Profile/70/MJR0.jpg"
"Senate","Norfolk and Suffolk","Senator","Michael F. Rush","Michael","Rush","Democrat","https://malegislature.gov/Legislators/Profile/MFR0","Mike.Rush@masenate.gov","(617) 722-1348","208","https://malegislature.gov/Legislators/Profile/70/MFR0.jpg"
"Senate","Second Middlesex and Norfolk","Senate President","Karen E. Spilka","Karen","Spilka","Democrat","https://malegislature.gov/Legislators/Profile/KES0","Karen.Spilka@masenate.gov","(617) 722-1500","332","https://malegislature.gov/Legislators/Profile/70/KES0.jpg"
"Senate","First Essex and Middlesex","Senator","Bruce E. Tarr","Bruce","Tarr","Republican","https://malegislature.gov/Legislators/Profile/BET0","Bruce.Tarr@masenate.gov","(617) 722-1600","308","https://malegislature.gov/Legislators/Profile/70/BET0.jpg"
"Senate","Norfolk, Bristol and Plymouth","Senator","Walter F. Timilty","Walter","Timilty","Democrat","https://malegislature.gov/Legislators/Profile/WFT0","Walter.Timilty@masenate.gov","(617) 722-1643","213-B","https://malegislature.gov/Legislators/Profile/70/WFT0.jpg"
"Senate","Second Hampden and Hampshire","Senator","John C. Velis","John","Velis","Democrat","https://malegislature.gov/Legislators/Profile/JCV0","john.velis@masenate.gov","(617) 722-1415","70","https://malegislature.gov/Legislators/Profile/70/JCV0.jpg"
